 [0,1)
 [0,1)
 [0,1)
 [0,1)
 [0,1)
 [0,1)
 [0,1)
 [0,1)
 [0,1)
 [0,1)
 [0,1)
 [0,1)
 [0,1)
 [0,1)
 [0,1)
 [0,1)
 [0,1)
 [0,1)
 [0,1)
 [0,1)
 [0,1)
 [0,1.41421)
 [0,1.41421)
 [0,1.41421)
 [0,1.41421)
 [0,1.41421)
 [0,2)
 [0,2)
 [0,2)
 [0,2)
 [0,2)
 [0,2)
 [0,2)
 [0,2)
 [0,2)
 [0,2)
 [0,2)
 [0,2.23607)
 [0,2.23607)
 [0,2.23607)
 [0,2.23607)
 [0,2.23607)
 [0,2.82843)
 [0,3)
 [0,3)
 [0,3)
 [0,3)
 [0,3)
 [0,3)
 [0,3)
 [0,3)
 [0,3)
 [0,3)
 [0,3)
 [0,3.16228)
 [0,3.16228)
 [0,3.16228)
 [0,3.16228)
 [0,3.16228)
 [0,3.16228)
 [0,3.60555)
 [0,3.60555)
 [0,4)
 [0,4)
 [0,4)
 [0,4)
 [0,4)
 [0,4)
 [0,4.12311)
 [0,4.12311)
 [0,4.12311)
 [0,4.12311)
 [0,4.12311)
 [0,4.12311)
 [0,4.12311)
 [0,4.12311)
 [0,4.12311)
 [0,4.12311)
 [0,4.12311)
 [0,4.24264)
 [0,4.47214)
 [0,5)
 [0,5)
 [0,5)
 [0,5)
 [0,5)
 [0,5)
 [0,5)
 [0,5)
 [0,5)
 [0,5.09902)
 [0,5.09902)
 [0,5.09902)
 [0,5.09902)
 [0,5.09902)
 [0,5.09902)
 [0,5.09902)
 [0,5.38516)
 [0,5.38516)
 [0,5.38516)
 [0,5.83095)
 [0,6)
 [0,6)
 [0,6)
 [0,6)
 [0,6)
 [0,6.08276)
 [0,6.08276)
 [0,6.08276)
 [0,6.08276)
 [0,6.08276)
 [0,6.32456)
 [0,6.32456)
 [0,6.32456)
 [0,6.32456)
 [0,6.40312)
 [0,6.7082)
 [0,7)
 [0,7)
 [0,7)
 [0,7)
 [0,7.07107)
 [0,7.07107)
 [0,7.07107)
 [0,7.07107)
 [0,7.07107)
 [0,7.2111)
 [0,7.28011)
 [0,7.28011)
 [0,7.28011)
 [0,7.28011)
 [0,8)
 [0,8)
 [0,8)
 [0,8.06226)
 [0,8.06226)
 [0,8.06226)
 [0,8.544)
 [0,8.544)
 [0,8.94427)
 [0,8.94427)
 [0,9)
 [0,9)
 [0,9.05539)
 [0,9.05539)
 [0,9.21954)
 [0,9.21954)
 [0,9.48683)
 [0,10)
 [0,10)
 [0,10)
 [0,10)
 [0,10)
 [0,10.0499)
 [0,10.0499)
 [0,10.2956)
 [0,11)
 [0,11.0454)
 [0,11.0454)
 [0,11.1803)
 [0,12)
 [0,12.0416)
 [0,12.0416)
 [0,12.0416)
 [0,12.1655)
 [0,12.1655)
 [0,12.3693)
 [0,12.6491)
 [0,13)
 [0,13)
 [0,13)
 [0,13.0384)
 [0,13.1529)
 [0,13.9284)
 [0,14.0357)
 [0,14.0357)
 [0,14.1421)
 [0,14.3178)
 [0,15)
 [0,15.0333)
 [0,15.1327)
 [0,15.1327)
 [0,15.2643)
 [0,16.1245)
 [0,17)
 [0,17.4642)
 [0,18.0278)
 [0,18.0278)
 [0,18.2483)
 [0,18.868)
 [0,21)
 [0,22.0227)
 [0,22.0227)
 [0,22.0227)
 [0,24.3311)
 [0,24.5153)
 [0,24.5967)
 [0,27.0185)
 [0,31.0161)
 [0, )
