 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.0057)
 [88,88.459)
 [87,87.0057)
 [87,87.0057)
 [87,87.0057)
 [87,87.0057)
 [87,87.0057)
 [87,87.0057)
 [87,87.0057)
 [87,87.0057)
 [87,87.0057)
 [87,88.0057)
 [75.5844,75.6108)
 [74.6324,75.9605)
 [16,16.0312)
 [16,16.0312)
 [16,16.0312)
 [16,16.0312)
 [16,16.0312)
 [16,16.0312)
 [16,16.0312)
 [16,16.0312)
 [16,16.0312)
 [16,16.0312)
 [16,16.0312)
 [16,16.0312)
 [16,16.0312)
 [16,16.0312)
 [16,16.0312)
 [16,16.2788)
 [1.41421,90.4489)
